id,rada_id,gender,surname,firstname,patronymic,faction,faction_position,committee,committee_position,int_organization,int_post,type_elect,party_id,num_in_party,district_num,region_id,date_oath,resignation_date,resignation_reason,birthday,presentAuto_present,presentAuto_absent,assistants_count_all,assistants_count_2,assistants_count_3,assistants_count_4,surname_en,firstname_en,patronymic_en
2179,426,1,Ларін,Сергій,Миколайович,3026.0,918.0,3024.0,7.0,82.0,16.0,2,227,8,,,2019-09-03T00:00:00,,,1962-01-11T00:00:00,25,0,8.0,4.0,4.0,4.0,Larin,Serhii,Mykolaiovych
21185,112,1,Леонов,Олексій,Олександрович,3025.0,918.0,3168.0,917.0,20.0,4.0,1,50,,135,51,2019-08-29T00:00:00,,,1983-02-26T00:00:00,27,0,2.0,1.0,1.0,1.0,Leonov,Oleksii,Oleksandrovych
21186,223,1,Лерос,Гео,Багратович,3025.0,918.0,3144.0,1033.0,61.0,4.0,2,50,23,,,2019-08-29T00:00:00,,,1989-04-24T00:00:00,26,1,2.0,1.0,1.0,1.0,Leros,Heo,Bahratovych
21187,178,2,Лис,Олена,Георгіївна,3025.0,918.0,3077.0,917.0,,,1,50,,201,74,2019-08-29T00:00:00,,,1971-06-15T00:00:00,26,1,3.0,3.0,3.0,3.0,Lys,Olena,Heorhiivna
21189,133,1,Литвиненко,Сергій,Анатолійович,3025.0,918.0,3002.0,8.0,48.0,4.0,1,50,,156,56,2019-08-29T00:00:00,,,1968-02-15T00:00:00,27,0,6.0,3.0,3.0,3.0,Lytvynenko,Serhii,Anatoliiovych
21192,422,1,Лозинський,Роман,Михайлович,3029.0,918.0,3014.0,916.0,27.0,4.0,2,50,15,,,2019-08-29T00:00:00,,,1994-01-20T00:00:00,24,3,3.0,1.0,1.0,1.0,Lozynskyi,Roman,Mykhailovych
8815,102,1,Лопушанський,Андрій,Ярославович,3028.0,918.0,3004.0,5.0,928.0,4.0,1,220,,125,46,2019-08-29T00:00:00,,,1962-12-04T00:00:00,15,12,8.0,4.0,4.0,4.0,Lopushanskyi,Andrii,Yaroslavovych
18116,43,1,Лубінець,Дмитро,Валерійович,3030.0,920.0,3016.0,4.0,75.0,16.0,1,50,,60,14,2019-08-29T00:00:00,,,1981-07-04T00:00:00,27,0,9.0,6.0,6.0,6.0,Lubinets,Dmytro,Valeriiovych
21193,90,1,Лукашев,Олександр,Анатолійович,3026.0,918.0,3015.0,916.0,48.0,4.0,1,227,,113,43,2019-08-29T00:00:00,,,1976-04-01T00:00:00,24,3,8.0,1.0,1.0,1.0,Lukashev,Oleksandr,Anatoliiovych
15662,53,1,Лунченко,Валерій,Валерійович,,,3057.0,917.0,527.0,4.0,1,50,,71,21,2019-08-29T00:00:00,,,1982-10-13T00:00:00,27,0,12.0,7.0,7.0,7.0,Lunchenko,Valerii,Valeriiovych
15647,400,2,Луценко,Ірина,Степанівна,3028.0,918.0,3006.0,8.0,427.0,16.0,2,228,15,,,2019-08-29T00:00:00,,,1966-02-07T00:00:00,9,18,2.0,2.0,2.0,2.0,Lutsenko,Iryna,Stepanivna
7718,329,1,Льовочкін,Сергій,Володимирович,3026.0,918.0,3013.0,8.0,61.0,4.0,2,227,5,,,2019-08-29T00:00:00,,,1972-07-17T00:00:00,23,4,6.0,2.0,2.0,2.0,Lovochkin,Serhii,Volodymyrovych
11109,345,2,Льовочкіна,Юлія,Володимирівна,3026.0,918.0,3010.0,5.0,75.0,16.0,2,227,21,,,2019-08-29T00:00:00,,,1977-02-17T00:00:00,22,5,6.0,3.0,3.0,3.0,Lovochkina,Yuliia,Volodymyrivna
21194,154,1,Любота,Дмитро,Валерійович,3025.0,918.0,3178.0,917.0,834.0,16.0,1,50,,177,63,2019-08-29T00:00:00,,,1981-01-09T00:00:00,27,0,5.0,2.0,2.0,2.0,Liubota,Dmytro,Valeriiovych
18117,143,1,Люшняк,Микола,Володимирович,,,3004.0,8.0,,,1,50,,166,61,2019-08-29T00:00:00,,,1974-02-08T00:00:00,26,1,2.0,2.0,2.0,2.0,Liushniak,Mykola,Volodymyrovych
21195,125,2,Ляшенко,Анастасія,Олексіївна,3025.0,918.0,3023.0,8.0,928.0,4.0,1,50,,148,53,2019-08-29T00:00:00,,,1986-11-07T00:00:00,25,2,7.0,2.0,2.0,2.0,Liashenko,Anastasiia,Oleksiivna
21252,132,1,М'ялик,Віктор,Ничипорович,3030.0,920.0,3014.0,8.0,527.0,4.0,1,50,,155,56,2019-08-29T00:00:00,,,1979-05-10T00:00:00,27,0,12.0,2.0,2.0,2.0,Mialyk,Viktor,Nychyporovych
21237,62,1,Мінько,Сергій,Анатолійович,3030.0,920.0,3018.0,7.0,27.0,4.0,1,50,,80,23,2019-08-29T00:00:00,,,1973-09-20T00:00:00,25,2,10.0,1.0,1.0,1.0,Minko,Serhii,Anatoliiovych
21196,41,1,Магера,Сергій,Васильович,,,,,,,1,213,,58,14,2019-08-29T00:00:00,,,1956-11-08T00:00:00,26,1,1.0,1.0,1.0,1.0,Mahera,Serhii,Vasylovych
21197,32,1,Магомедов,Муса,Сергоєвич,,,,,,,1,50,,45,14,2019-08-29T00:00:00,,,1970-04-07T00:00:00,26,1,2.0,2.0,2.0,2.0,Mahomedov,Musa,Serhoievych
21198,180,1,Мазурашу,Георгій,Георгійович,3025.0,918.0,3039.0,917.0,928.0,4.0,1,50,,203,74,2019-08-29T00:00:00,,,1971-04-17T00:00:00,25,2,19.0,4.0,4.0,4.0,Mazurashu,Heorhii,Heorhiiovych
21199,353,1,Макаренко,Михайло,Васильович,3026.0,918.0,3088.0,1033.0,,,2,227,29,,,2019-08-29T00:00:00,,,1950-04-09T00:00:00,27,0,6.0,4.0,4.0,4.0,Makarenko,Mykhailo,Vasylovych
21200,414,1,Макаров,Олег,Анатолійович,3029.0,918.0,3017.0,7.0,61.0,4.0,2,50,6,,,2019-08-29T00:00:00,,,1965-07-24T00:00:00,24,3,4.0,1.0,1.0,1.0,Makarov,Oleh,Anatoliiovych
21202,221,1,Малюська,Денис,Леонтійович,,,,,,,2,50,21,,,2019-08-29T00:00:00,2019-08-29T00:00:00,НДУ Особиста письмова заява про складення повноважень,1981-11-19T00:00:00,1,0,,,,,Maliuska,Denys,Leontiiovych
21203,347,1,Мамка,Григорій,Миколайович,3026.0,918.0,3018.0,5.0,834.0,17.0,2,227,23,,,2019-08-29T00:00:00,,,1974-08-18T00:00:00,26,1,5.0,4.0,4.0,4.0,Mamka,Hryhorii,Mykolaiovych
21217,357,1,Мамоян,Суто,Чолоєвич,3026.0,918.0,3018.0,8.0,80.0,16.0,2,227,33,,,2019-08-29T00:00:00,,,1981-12-02T00:00:00,26,1,8.0,3.0,3.0,3.0,Mamoian,Suto,Choloievych
21218,288,1,Маріковський,Олександр,Валерійович,3025.0,918.0,3006.0,5.0,78.0,16.0,2,50,91,,,2019-08-29T00:00:00,,,1982-09-18T00:00:00,27,0,7.0,1.0,1.0,1.0,Marikovskyi,Oleksandr,Valeriiovych
21219,251,1,Марусяк,Олег,Романович,3025.0,918.0,3177.0,917.0,259.0,359.0,2,50,52,,,2019-08-29T00:00:00,,,1968-09-24T00:00:00,25,2,2.0,2.0,2.0,2.0,Marusiak,Oleh,Romanovych
21220,262,2,Марченко,Людмила,Іванівна,3025.0,918.0,3091.0,917.0,61.0,4.0,2,226,63,,,2019-08-29T00:00:00,,,1983-03-28T00:00:00,18,9,4.0,2.0,2.0,2.0,Marchenko,Liudmyla,Ivanivna
21221,170,1,Марчук,Ігор,Петрович,3025.0,918.0,3160.0,917.0,80.0,16.0,1,50,,193,68,2019-08-29T00:00:00,,,1969-02-17T00:00:00,23,4,2.0,2.0,2.0,2.0,Marchuk,Ihor,Petrovych
21223,68,1,Матусевич,Олександр,Борисович,3025.0,918.0,3002.0,8.0,27.0,4.0,1,50,,86,26,2019-08-29T00:00:00,,,1974-03-20T00:00:00,23,4,4.0,1.0,1.0,1.0,Matusevych,Oleksandr,Borysovych
1934,327,1,Медведчук,Віктор,Володимирович,3026.0,918.0,3016.0,8.0,,,2,227,3,,,2019-08-29T00:00:00,,,1954-08-07T00:00:00,26,1,19.0,0.0,0.0,0.0,Medvedchuk,Viktor,Volodymyrovych
21226,18,1,Медяник,В'ячеслав,Анатолійович,3025.0,918.0,3069.0,917.0,61.0,4.0,1,50,,27,12,2019-08-29T00:00:00,,,1987-08-03T00:00:00,26,1,8.0,3.0,3.0,3.0,Medianyk,Viacheslav,Anatoliiovych
21228,145,2,Мезенцева,Марія,Сергіївна,3025.0,918.0,3181.0,1033.0,75.0,16.0,1,50,,168,63,2019-08-29T00:00:00,,,1989-12-10T00:00:00,22,5,7.0,1.0,1.0,1.0,Mezentseva,Mariia,Serhiivna
21230,9,1,Мейдич,Олег,Леонідович,3027.0,918.0,3002.0,916.0,930.0,359.0,1,17,,18,5,2019-08-29T00:00:00,,,1970-11-24T00:00:00,27,0,5.0,2.0,2.0,2.0,Meidych,Oleh,Leonidovych
21231,63,1,Мельник,Павло,Вікторович,3025.0,918.0,3183.0,917.0,834.0,16.0,1,50,,81,23,2019-08-29T00:00:00,,,1984-06-26T00:00:00,27,0,1.0,0.0,0.0,0.0,Melnyk,Pavlo,Viktorovych
21232,282,1,Мережко,Олександр,Олександрович,3025.0,918.0,3118.0,917.0,75.0,16.0,2,50,85,,,2019-08-29T00:00:00,,,1971-02-14T00:00:00,27,0,5.0,0.0,0.0,0.0,Merezhko,Oleksandr,Oleksandrovych
21233,158,1,Микиша,Дмитро,Сергійович,3025.0,918.0,3014.0,8.0,48.0,4.0,1,50,,181,63,2019-08-29T00:00:00,,,1985-09-04T00:00:00,22,5,4.0,2.0,2.0,2.0,Mykysha,Dmytro,Serhiiovych
21234,19,1,Мисягін,Юрій,Михайлович,3025.0,1029.0,3013.0,5.0,27.0,4.0,1,50,,28,12,2019-08-29T00:00:00,,,1974-03-21T00:00:00,25,2,2.0,2.0,2.0,2.0,Mysiahin,Yurii,Mykhailovych
21236,246,2,Михайлюк,Галина,Олегівна,3025.0,918.0,3018.0,5.0,27.0,4.0,2,50,47,,,2019-08-29T00:00:00,,,1987-06-14T00:00:00,25,2,2.0,0.0,0.0,0.0,Mykhailiuk,Halyna,Olehivna
21238,127,1,Мовчан,Олексій,Васильович,3025.0,918.0,3162.0,917.0,27.0,4.0,1,50,,150,53,2019-08-29T00:00:00,,,1994-02-12T00:00:00,23,4,4.0,1.0,1.0,1.0,Movchan,Oleksii,Vasylovych
21239,299,1,Мокан,Василь,Іванович,3025.0,918.0,3038.0,1033.0,48.0,4.0,2,50,103,,,2019-08-29T00:00:00,,,1985-04-19T00:00:00,24,3,5.0,3.0,3.0,3.0,Mokan,Vasyl,Ivanovych
15810,137,1,Молоток,Ігор,Федорович,,,3061.0,917.0,,,1,50,,160,59,2019-08-29T00:00:00,,,1967-06-04T00:00:00,26,1,8.0,4.0,4.0,4.0,Molotok,Ihor,Fedorovych
21241,219,1,Монастирський,Денис,Анатолійович,3025.0,918.0,3018.0,4.0,527.0,4.0,2,50,19,,,2019-08-29T00:00:00,,,1980-06-12T00:00:00,25,2,,,,,Monastyrskyi,Denys,Anatoliiovych
21243,42,1,Мороз,Володимир,Вікторович,3026.0,918.0,3135.0,917.0,27.0,4.0,1,227,,59,14,2019-08-29T00:00:00,,,1967-10-24T00:00:00,24,3,9.0,1.0,1.0,1.0,Moroz,Volodymyr,Viktorovych
21244,290,1,Мотовиловець,Андрій,Вікторович,3025.0,918.0,3020.0,8.0,,,2,50,93,,,2019-08-29T00:00:00,,,1982-04-29T00:00:00,24,3,,,,,Motovylovets,Andrii,Viktorovych
21246,255,2,Мошенець,Олена,Володимирівна,3025.0,918.0,3003.0,5.0,76.0,718.0,2,50,56,,,2019-08-29T00:00:00,,,1983-03-06T00:00:00,26,1,2.0,2.0,2.0,2.0,Moshenets,Olena,Volodymyrivna
21248,271,1,Мулик,Роман,Миронович,3025.0,1029.0,3008.0,5.0,48.0,4.0,2,50,73,,,2019-08-29T00:00:00,,,1973-06-18T00:00:00,25,2,3.0,0.0,0.0,0.0,Mulyk,Roman,Myronovych
21250,82,1,Мурдій,Ігор,Юрійович,3025.0,918.0,3022.0,8.0,527.0,4.0,1,50,,100,35,2019-08-29T00:00:00,,,1982-08-08T00:00:00,26,1,5.0,3.0,3.0,3.0,Murdii,Ihor,Yuriiovych
21261,64,2,Нікітіна,Марина,Вікторівна,3025.0,918.0,3002.0,8.0,48.0,4.0,1,50,,82,23,2019-08-29T00:00:00,,,1986-04-16T00:00:00,27,0,7.0,2.0,2.0,2.0,Nikitina,Maryna,Viktorivna
21262,380,1,Ніколаєнко,Андрій,Іванович,3027.0,918.0,3165.0,917.0,48.0,4.0,2,50,19,,,2019-08-29T00:00:00,,,1979-06-23T00:00:00,18,9,6.0,2.0,2.0,2.0,Nikolaienko,Andrii,Ivanovych
18037,330,1,Німченко,Василь,Іванович,3026.0,918.0,3017.0,916.0,834.0,17.0,2,227,6,,,2019-08-29T00:00:00,,,1950-09-13T00:00:00,27,0,7.0,3.0,3.0,3.0,Nimchenko,Vasyl,Ivanovych
21254,293,1,Нагаєвський,Артем,Сергійович,3025.0,918.0,3149.0,917.0,27.0,4.0,2,226,96,,,2019-08-29T00:00:00,,,1983-01-24T00:00:00,27,0,5.0,3.0,3.0,3.0,Nahaievskyi,Artem,Serhiiovych
21255,176,1,Нагорняк,Сергій,Володимирович,3025.0,918.0,3137.0,917.0,61.0,4.0,1,50,,199,71,2019-08-29T00:00:00,,,1982-05-13T00:00:00,19,8,15.0,6.0,6.0,6.0,Nahorniak,Serhii,Volodymyrovych
15666,364,1,Наливайченко,Валентин,Олександрович,3027.0,918.0,3011.0,7.0,76.0,101.0,2,50,3,,,2019-08-29T00:00:00,,,1966-06-08T00:00:00,27,0,7.0,4.0,4.0,4.0,Nalyvaichenko,Valentyn,Oleksandrovych
21256,121,1,Нальотов,Дмитро,Олександрович,3025.0,918.0,3146.0,917.0,27.0,4.0,1,50,,144,53,2019-08-29T00:00:00,,,1985-04-28T00:00:00,24,3,2.0,1.0,1.0,1.0,Nalotov,Dmytro,Oleksandrovych
21257,214,1,Наталуха,Дмитро,Андрійович,3025.0,918.0,3007.0,4.0,75.0,17.0,2,50,14,,,2019-08-29T00:00:00,,,1987-09-15T00:00:00,18,9,4.0,1.0,1.0,1.0,Natalukha,Dmytro,Andriiovych
21258,107,1,Негулевський,Ігор,Петрович,3025.0,918.0,3098.0,917.0,928.0,4.0,1,50,,130,48,2019-08-29T00:00:00,,,1983-12-06T00:00:00,27,0,9.0,1.0,1.0,1.0,Nehulevskyi,Ihor,Petrovych
21259,235,1,Неклюдов,Владлен,Михайлович,3025.0,918.0,3064.0,917.0,313.0,6.0,2,50,36,,,2019-08-29T00:00:00,,,1973-10-13T00:00:00,26,1,3.0,1.0,1.0,1.0,Nekliudov,Vladlen,Mykhailovych
8830,369,1,Немиря,Григорій,Михайлович,3027.0,918.0,3054.0,1034.0,77.0,77.0,2,17,8,,,2019-08-29T00:00:00,,,1960-04-05T00:00:00,20,7,6.0,3.0,3.0,3.0,Nemyria,Hryhorii,Mykhailovych
21260,17,1,Нестеренко,Кирилл,Олександрович,3025.0,918.0,3044.0,917.0,48.0,4.0,1,50,,26,12,2019-08-29T00:00:00,,,1993-02-08T00:00:00,26,1,9.0,3.0,3.0,3.0,Nesterenko,Kyryll,Oleksandrovych
21263,323,1,Новіков,Михайло,Миколайович,3025.0,918.0,3116.0,917.0,,,2,50,127,,,2019-08-29T00:00:00,,,1965-11-15T00:00:00,27,0,5.0,2.0,2.0,2.0,Novikov,Mykhailo,Mykolaiovych
17108,40,1,Новинський,Вадим,Владиславович,,,3016.0,8.0,,,1,213,,57,14,2019-08-29T00:00:00,,,1963-06-03T00:00:00,26,1,9.0,1.0,1.0,1.0,Novynskyi,Vadym,Vladyslavovych
21264,249,2,Новосад,Ганна,Ігорівна,,,,,,,2,50,50,,,2019-08-29T00:00:00,2019-08-29T00:00:00,НДУ Особиста письмова заява про складення повноважень,1990-07-28T00:00:00,1,0,,,,,Novosad,Hanna,Ihorivna
21242,281,2,Овчинникова,Юлія,Юріївна,3025.0,918.0,3042.0,917.0,75.0,16.0,2,50,84,,,2019-08-29T00:00:00,,,1985-03-24T00:00:00,27,0,17.0,2.0,2.0,2.0,Ovchynnykova,Yuliia,Yuriivna
21245,147,1,Одарченко,Андрій,Миколайович,3025.0,918.0,3003.0,8.0,48.0,4.0,1,50,,170,63,2019-08-29T00:00:00,,,1978-11-02T00:00:00,17,10,5.0,2.0,2.0,2.0,Odarchenko,Andrii,Mykolaiovych
21247,216,1,Оржель,Олексій,Анатолійович,,,,,,,2,50,16,,,2019-08-29T00:00:00,2019-08-29T00:00:00,НДУ Особиста письмова заява про складення повноважень,1984-01-26T00:00:00,1,0,,,,,Orzhel,Oleksii,Anatoliiovych
21249,420,1,Осадчук,Андрій,Петрович,3029.0,918.0,3018.0,916.0,61.0,4.0,2,50,13,,,2019-08-29T00:00:00,,,1971-11-20T00:00:00,25,2,2.0,1.0,1.0,1.0,Osadchuk,Andrii,Petrovych
21324,427,1,Остапенко,Анатолій,Дмитрович,3025.0,918.0,3021.0,8.0,928.0,4.0,2,226,130,,,2019-09-03T00:00:00,,,1968-02-01T00:00:00,20,5,2.0,2.0,2.0,2.0,Ostapenko,Anatolii,Dmytrovych
21269,300,2,Підласа,Роксолана,Андріївна,3025.0,918.0,3007.0,5.0,61.0,4.0,2,50,104,,,2019-08-29T00:00:00,,,1994-01-25T00:00:00,21,6,2.0,2.0,2.0,2.0,Pidlasa,Roksolana,Andriivna
21270,92,2,Піпа,Наталія,Романівна,3029.0,918.0,3015.0,7.0,,,1,50,,115,46,2019-08-29T00:00:00,,,1983-10-12T00:00:00,25,2,9.0,2.0,2.0,2.0,Pipa,Nataliia,Romanivna
21216,159,1,Павліш,Павло,Васильович,3025.0,918.0,3017.0,8.0,48.0,4.0,1,50,,182,65,2019-08-29T00:00:00,,,1979-12-10T00:00:00,24,3,5.0,1.0,1.0,1.0,Pavlish,Pavlo,Vasylovych
15687,403,1,Павленко,Ростислав,Миколайович,3028.0,918.0,3015.0,8.0,80.0,16.0,2,228,18,,,2019-08-29T00:00:00,,,1976-08-19T00:00:00,26,1,4.0,2.0,2.0,2.0,Pavlenko,Rostyslav,Mykolaiovych
5380,349,1,Павленко,Юрій,Олексійович,3026.0,918.0,3005.0,8.0,76.0,718.0,2,227,25,,,2019-08-29T00:00:00,,,1975-03-20T00:00:00,27,0,7.0,4.0,4.0,4.0,Pavlenko,Yurii,Oleksiiovych
21235,311,1,Павловський,Петро,Іванович,3025.0,918.0,3101.0,917.0,,,2,50,115,,,2019-08-29T00:00:00,,,1981-10-15T00:00:00,27,0,4.0,1.0,1.0,1.0,Pavlovskyi,Petro,Ivanovych
21240,298,1,Павлюк,Максим,Васильович,3025.0,918.0,3018.0,5.0,76.0,718.0,2,50,102,,,2019-08-29T00:00:00,,,1992-06-03T00:00:00,27,0,1.0,1.0,1.0,1.0,Pavliuk,Maksym,Vasylovych
11133,13,1,Палиця,Ігор,Петрович,3030.0,920.0,3023.0,7.0,259.0,359.0,1,224,,22,7,2019-08-29T00:00:00,,,1972-12-10T00:00:00,27,0,3.0,2.0,2.0,2.0,Palytsia,Ihor,Petrovych
5464,337,1,Папієв,Михайло,Миколайович,3026.0,918.0,3019.0,7.0,427.0,77.0,2,227,13,,,2019-08-29T00:00:00,,,1960-10-01T00:00:00,27,0,5.0,2.0,2.0,2.0,Papiiev,Mykhailo,Mykolaiovych
11584,387,1,Парубій,Андрій,Володимирович,3028.0,918.0,3013.0,8.0,574.0,359.0,2,50,2,,,2019-08-29T00:00:00,,,1971-01-31T00:00:00,27,0,7.0,4.0,4.0,4.0,Parubii,Andrii,Volodymyrovych
21251,104,1,Пасічний,Олександр,Станіславович,3025.0,918.0,3004.0,8.0,48.0,4.0,1,50,,127,48,2019-08-29T00:00:00,,,1972-11-03T00:00:00,26,1,2.0,1.0,1.0,1.0,Pasichnyi,Oleksandr,Stanislavovych
21253,2,1,Пашковський,Максим,Ігорович,3025.0,918.0,3022.0,8.0,48.0,4.0,1,50,,11,5,2019-08-29T00:00:00,,,1983-03-24T00:00:00,25,2,2.0,2.0,2.0,2.0,Pashkovskyi,Maksym,Ihorovych
21265,189,1,Перебийніс,Максим,Вікторович,3025.0,918.0,3083.0,917.0,80.0,16.0,1,50,,212,85,2019-08-29T00:00:00,,,1974-12-11T00:00:00,26,1,7.0,2.0,2.0,2.0,Perebyinis,Maksym,Viktorovych
21266,287,1,Петруняк,Євген,Васильович,3025.0,918.0,3023.0,8.0,61.0,4.0,2,50,90,,,2019-08-29T00:00:00,,,1977-07-24T00:00:00,23,4,4.0,1.0,1.0,1.0,Petruniak,Yevhen,Vasylovych
11131,54,1,Петьовка,Василь,Васильович,,,3002.0,8.0,27.0,4.0,1,50,,72,21,2019-08-29T00:00:00,,,1967-01-30T00:00:00,27,0,6.0,2.0,2.0,2.0,Petovka,Vasyl,Vasylovych
21267,152,1,Пивоваров,Євген,Павлович,3025.0,918.0,3142.0,917.0,48.0,4.0,1,50,,175,63,2019-08-29T00:00:00,,,1978-11-04T00:00:00,24,3,1.0,1.0,1.0,1.0,Pyvovarov,Yevhen,Pavlovych
17473,355,2,Плачкова,Тетяна,Михайлівна,3026.0,918.0,3014.0,8.0,78.0,17.0,2,227,31,,,2019-08-29T00:00:00,,,1983-01-05T00:00:00,27,0,2.0,1.0,1.0,1.0,Plachkova,Tetiana,Mykhailivna
21271,324,2,Подгорна,Вікторія,Валентинівна,3025.0,918.0,3024.0,8.0,48.0,4.0,2,50,128,,,2019-08-29T00:00:00,,,1969-02-10T00:00:00,27,0,2.0,0.0,0.0,0.0,Podhorna,Viktoriia,Valentynivna
21272,55,1,Поляк,Владіслав,Миколайович,3030.0,920.0,3014.0,8.0,,,1,50,,73,21,2019-08-29T00:00:00,,,1975-08-10T00:00:00,26,1,21.0,2.0,2.0,2.0,Poliak,Vladislav,Mykolaiovych
21273,183,1,Поляков,Антон,Едуардович,3025.0,918.0,3003.0,8.0,48.0,4.0,1,50,,206,77,2019-08-29T00:00:00,,,1987-11-11T00:00:00,27,0,5.0,4.0,4.0,4.0,Poliakov,Anton,Eduardovych
15760,60,1,Пономарьов,Олександр,Сергійович,3026.0,918.0,3022.0,8.0,48.0,4.0,1,50,,78,23,2019-08-29T00:00:00,,,1962-01-07T00:00:00,26,1,1.0,1.0,1.0,1.0,Ponomarov,Oleksandr,Serhiiovych
2273,386,1,Порошенко,Петро,Олексійович,3028.0,918.0,3011.0,8.0,76.0,101.0,2,228,1,,,2019-08-29T00:00:00,,,1965-09-26T00:00:00,24,3,,,,,Poroshenko,Petro,Oleksiiovych
21274,294,1,Потураєв,Микита,Русланович,3025.0,918.0,3145.0,1033.0,48.0,4.0,2,50,97,,,2019-08-29T00:00:00,,,1970-09-04T00:00:00,16,11,3.0,2.0,2.0,2.0,Poturaiev,Mykyta,Ruslanovych
21275,297,1,Припутень,Дмитро,Сергійович,3025.0,918.0,3138.0,917.0,48.0,4.0,2,50,101,,,2019-08-29T00:00:00,,,1986-05-23T00:00:00,27,0,1.0,0.0,0.0,0.0,Pryputen,Dmytro,Serhiiovych
21282,187,1,Приходько,Борис,Вікторович,,,3007.0,8.0,,,1,50,,210,77,2019-08-29T00:00:00,,,1973-01-23T00:00:00,27,0,,,,,Prykhodko,Borys,Viktorovych
13764,350,2,Приходько,Наталія,Ігорівна,3026.0,918.0,3094.0,917.0,27.0,4.0,2,227,26,,,2019-08-29T00:00:00,,,1981-10-29T00:00:00,25,2,3.0,1.0,1.0,1.0,Prykhodko,Nataliia,Ihorivna
21276,67,1,Прощук,Едуард,Петрович,3025.0,918.0,3006.0,8.0,48.0,4.0,1,50,,85,26,2019-08-29T00:00:00,,,1982-02-19T00:00:00,21,6,4.0,1.0,1.0,1.0,Proshchuk,Eduard,Petrovych
21278,382,1,Пузійчук,Андрій,Вікторович,3027.0,918.0,3019.0,916.0,82.0,17.0,2,17,21,,,2019-08-29T00:00:00,,,1978-06-13T00:00:00,27,0,9.0,3.0,3.0,3.0,Puziichuk,Andrii,Viktorovych
21277,356,1,Пузанов,Олександр,Геннадійович,3026.0,918.0,3017.0,8.0,27.0,4.0,2,227,32,,,2019-08-29T00:00:00,,,1977-02-26T00:00:00,18,9,4.0,2.0,2.0,2.0,Puzanov,Oleksandr,Hennadiiovych
21279,198,2,Пуртова,Анна,Анатоліївна,3025.0,918.0,3059.0,917.0,27.0,4.0,1,226,,221,85,2019-08-29T00:00:00,,,1982-04-15T00:00:00,23,4,3.0,2.0,2.0,2.0,Purtova,Anna,Anatoliivna
20772,278,1,Пушкаренко,Арсеній,Михайлович,3025.0,918.0,3004.0,8.0,574.0,359.0,2,50,81,,,2019-08-29T00:00:00,,,1992-10-10T00:00:00,25,2,7.0,5.0,5.0,5.0,Pushkarenko,Arsenii,Mykhailovych
21207,277,2,Рєпіна,Елла,Анатоліївна,3025.0,918.0,3166.0,917.0,48.0,4.0,2,50,80,,,2019-08-29T00:00:00,,,1973-11-17T00:00:00,27,0,2.0,1.0,1.0,1.0,Riepina,Ella,Anatoliivna
18032,326,1,Рабінович,Вадим,Зіновійович,3026.0,1050.0,3110.0,917.0,,,2,227,2,,,2019-08-29T00:00:00,,,1953-08-04T00:00:00,17,10,9.0,4.0,4.0,4.0,Rabinovych,Vadym,Zinoviiovych
21204,218,1,Радуцький,Михайло,Борисович,3025.0,918.0,3009.0,4.0,928.0,4.0,2,50,18,,,2019-08-29T00:00:00,,,1968-12-05T00:00:00,24,3,3.0,0.0,0.0,0.0,Radutskyi,Mykhailo,Borysovych
21205,201,1,Разумков,Дмитро,Олександрович,1.0,1.0,,,930.0,357.0,2,226,1,,,2019-08-29T00:00:00,,,1983-10-08T00:00:00,27,0,1.0,1.0,1.0,1.0,Razumkov,Dmytro,Oleksandrovych
21206,416,1,Рахманін,Сергій,Іванович,,,3013.0,8.0,574.0,359.0,2,229,8,,,2019-08-29T00:00:00,,,1969-04-17T00:00:00,22,5,4.0,2.0,2.0,2.0,Rakhmanin,Serhii,Ivanovych
21208,11,1,Рубльов,Вячеслав,Володимирович,3025.0,918.0,3126.0,917.0,928.0,6.0,1,50,,20,7,2019-08-29T00:00:00,,,1979-02-25T00:00:00,25,2,15.0,6.0,6.0,6.0,Rublov,Viacheslav,Volodymyrovych
21328,431,2,Руденко,Ольга,Сергіївна,3025.0,918.0,3010.0,8.0,27.0,4.0,2,50,134,,,2019-09-03T00:00:00,,,1979-05-29T00:00:00,17,8,2.0,2.0,2.0,2.0,Rudenko,Olha,Serhiivna
21209,411,2,Рудик,Кіра,Олександрівна,3029.0,918.0,3024.0,916.0,61.0,4.0,2,229,3,,,2019-08-29T00:00:00,,,1985-10-14T00:00:00,24,3,3.0,1.0,1.0,1.0,Rudyk,Kira,Oleksandrivna
21213,94,1,Рущишин,Ярослав,Іванович,3029.0,918.0,3007.0,7.0,80.0,17.0,1,50,,117,46,2019-08-29T00:00:00,,,1967-10-29T00:00:00,27,0,8.0,2.0,2.0,2.0,Rushchyshyn,Yaroslav,Ivanovych
21214,134,2,Рябуха,Тетяна,Василівна,3025.0,918.0,3147.0,917.0,27.0,4.0,1,50,,157,59,2019-08-29T00:00:00,,,1984-12-31T00:00:00,26,1,10.0,2.0,2.0,2.0,Riabukha,Tetiana,Vasylivna
19858,407,1,Саврасов,Максим,Віталійович,3028.0,918.0,3014.0,8.0,27.0,4.0,2,228,22,,,2019-08-29T00:00:00,,,1980-08-07T00:00:00,27,0,7.0,2.0,2.0,2.0,Savrasov,Maksym,Vitaliiovych
